Gene name,Gene ID,Expression level
hil-2,WBGene00001853,134.896
F36A2.7,WBGene00009454,134.729
T14B4.3,WBGene00020500,134.358
dhc-1,WBGene00000962,134.308
Y54E10BL.3,WBGene00021838,134.234
F17A9.4,WBGene00017536,134.033
clh-1,WBGene00000528,133.759
emc-1,WBGene00019209,133.694
kin-19,WBGene00002202,133.512
C48B6.10,WBGene00016746,133.421
ZC123.4,WBGene00022519,133.148
Y41E3.7,WBGene00012765,132.641
nuo-4,WBGene00019401,132.628
ift-139,WBGene00022696,132.603
ubc-13,WBGene00006708,132.492
chst-1,WBGene00008050,132.456
erp-44.2,WBGene00015510,132.176
spr-4,WBGene00005009,131.826
nxt-1,WBGene00003836,131.778
cyn-8,WBGene00000884,131.713
ift-81,WBGene00017973,131.532
uggt-1,WBGene00018604,131.492
Y56A3A.18,WBGene00013236,131.446
R07E5.19,WBGene00303105,131.142
T20B3.1,WBGene00011850,130.952
lido-10,WBGene00016575,130.886
pas-3,WBGene00003924,130.654
ubql-1,WBGene00008852,130.633
Y17D7B.4,WBGene00012452,130.471
T14G8.3,WBGene00011771,130.075
lips-13,WBGene00020474,129.931
mlc-4,WBGene00003372,129.754
hrp-2,WBGene00002000,129.596
magu-4,WBGene00009678,129.487
tbc-3,WBGene00009322,129.453
kbrl-1,WBGene00009919,129.236
ril-1,WBGene00008262,129.054
F31C3.6,WBGene00009288,128.954
ggtb-1,WBGene00015099,128.932
C49C3.8,WBGene00008198,128.812
srz-24,WBGene00017113,128.729
dhhc-9,WBGene00016620,128.428
mom-1,WBGene00003394,128.42
ZK973.11,WBGene00022836,128.356
mtx-1,WBGene00009559,128.203
let-504,WBGene00002696,128.18
trap-3,WBGene00021420,128.04
R151.6,WBGene00020109,127.896
ckc-1,WBGene00000515,127.755
unc-73,WBGene00006805,127.74
F35A5.4,WBGene00018026,127.583
Y53F4B.39,WBGene00013176,127.382
bpl-1,WBGene00000259,127.212
tpst-1,WBGene00013737,127.003
cox-6A,WBGene00006519,126.868
T19A6.1,WBGene00011827,126.793
copz-1,WBGene00010333,126.667
rpt-2,WBGene00004502,126.605
B0491.6,WBGene00007193,126.491
trap-1,WBGene00022122,126.481
C02F5.12,WBGene00015352,126.329
zyg-8,WBGene00006993,126.175
pct-1,WBGene00003961,126.013
rer-1,WBGene00009783,125.973
C09E8.1,WBGene00015644,125.707
T07A9.10,WBGene00020298,125.51
ile-1,WBGene00002070,125.409
R12C12.6,WBGene00020026,125.291
fipp-1,WBGene00017988,125.275
W08E12.7,WBGene00021088,125.084
Y57G11C.3,WBGene00013301,124.907
dys-1,WBGene00001131,124.732
C14B9.10,WBGene00015755,124.732
ten-1,WBGene00006498,124.714
rmd-2,WBGene00007786,124.617
taf-5,WBGene00006386,124.565
K01G5.8,WBGene00010479,124.012
ztf-7,WBGene00009772,123.895
C06B3.6,WBGene00007365,123.858
tasp-1,WBGene00010480,123.532
pars-1,WBGene00004189,123.518
dpf-5,WBGene00001058,123.461
rpn-1,WBGene00004458,123.43
arl-1,WBGene00000187,123.421
M60.6,WBGene00019781,123.253
tfg-1,WBGene00006565,123.129
zfh-2,WBGene00022518,123.112
linc-11,WBGene00219758,122.57
F25G6.8,WBGene00017799,122.481
atg-4.1,WBGene00013595,122.383
hint-1,WBGene00009002,122.254
rpn-3,WBGene00004460,122.177
nduf-5,WBGene00021839,122.14
Y105C5A.14,WBGene00013638,122.036
M106.8,WBGene00077658,121.779
C18E3.9,WBGene00015976,121.649
mlc-5,WBGene00011734,121.545
mob-3,WBGene00020447,121.4
npr-9,WBGene00013974,121.337
byn-1,WBGene00000276,121.283
K08E3.5,WBGene00010665,121.236
lgc-10,WBGene00022247,121.159
mix-1,WBGene00003367,120.997
ral-1,WBGene00021811,120.907
gut-2,WBGene00001808,120.894
ncs-2,WBGene00003564,120.769
pqn-65,WBGene00004148,120.423
C53C7.5,WBGene00014294,120.321
ufm-1,WBGene00044324,120.314
Y17D7C.3,WBGene00045366,120.158
pck-1,WBGene00021043,120.075
rme-1,WBGene00004373,119.887
ZK688.11,WBGene00044762,119.826
H38K22.9,WBGene00284844,119.738
let-711,WBGene00002845,119.272
rpl-41.1,WBGene00023067,119.186
K12H6.6,WBGene00019686,118.888
fubl-2,WBGene00022738,118.632
sgt-1,WBGene00019893,118.533
H24K24.3,WBGene00019240,118.482
atp-5,WBGene00007385,118.451
W04B5.1,WBGene00021018,118.231
vha-13,WBGene00013025,118.225
let-767,WBGene00002891,118.105
exc-7,WBGene00001368,118.04
F30F8.5,WBGene00009274,117.955
C18B12.6,WBGene00007668,117.77
M110.3,WBGene00010913,117.703
H06I04.3,WBGene00019168,117.554
pbs-3,WBGene00003949,117.392
tars-1,WBGene00006617,117.187
ahsa-1,WBGene00007235,117.041
F26F4.9,WBGene00017829,116.894
T28C6.8,WBGene00012122,116.689
trak-1,WBGene00020838,116.589
Y39G8B.1,WBGene00012722,116.557
tax-6,WBGene00006527,116.423
stau-1,WBGene00018857,116.3
flp-14,WBGene00001457,116.296
mog-2,WBGene00003390,116.227
F32D1.5,WBGene00017984,116.094
Y105E8B.7,WBGene00013692,115.956
chc-1,WBGene00011867,115.892
W09C5.1,WBGene00012351,115.841
ifb-1,WBGene00002053,115.83
sec-61.B,WBGene00021427,115.625
rnp-3,WBGene00004386,115.569
cgp-1,WBGene00000480,115.441
K02D10.1,WBGene00019301,115.319
C27A7.5,WBGene00007756,115.295
rnf-5,WBGene00004381,115.069
eif-1.A,WBGene00019162,115.012
pinn-4,WBGene00012996,114.86
W08F4.3,WBGene00021093,114.815
rpt-4,WBGene00004504,114.811
pdha-1,WBGene00011510,114.686
imp-2,WBGene00011481,114.685
Y71F9AL.9,WBGene00022114,114.383
dlst-1,WBGene00020950,114.321
vha-9,WBGene00006918,114.264
T02H6.11,WBGene00020181,114.262
K07F5.16,WBGene00010640,114.225
nhr-66,WBGene00003656,114.086
exl-1,WBGene00001371,114.019
rsp-8,WBGene00004705,113.974
lon-2,WBGene00003056,113.729
rsp-3,WBGene00004700,113.723
cox-6C,WBGene00017926,113.718
klp-12,WBGene00002223,113.704
C17H11.1,WBGene00015921,113.266
C27C12.4,WBGene00007774,113.075
tomm-22,WBGene00021133,112.962
imb-3,WBGene00002077,112.943
hpo-30,WBGene00011014,112.743
sdhb-1,WBGene00006433,112.693
rsf-1,WBGene00011995,112.638
prdx-3,WBGene00011110,112.588
asb-2,WBGene00000207,112.506
ntl-2,WBGene00003825,112.395
tsn-1,WBGene00006626,112.36
yap-1,WBGene00008748,112.243
trap-2,WBGene00020216,112.055
atf-5,atf-5,111.63
W02D9.10,WBGene00012216,111.606
C16A3.6,WBGene00015811,111.572
sqd-1,WBGene00022235,111.543
gly-20,WBGene00001645,111.532
hmg-11,WBGene00001976,111.473
pas-6,WBGene00003927,111.401
amph-1,WBGene00010272,111.325
cdc-48.2,WBGene00008053,111.204
act-1,WBGene00000063,110.969
pas-5,WBGene00003926,110.918
Y7A5A.21,WBGene00219352,110.819
cni-1,WBGene00011648,110.798
R05D11.5,WBGene00011033,110.77
Y54G2A.18,WBGene00021883,110.613
swsn-4,WBGene00004204,110.541
pas-7,WBGene00003928,110.408
chp-1,WBGene00000502,110.399
erd-2.2,WBGene00016195,110.095
dhs-22,WBGene00000985,110.081
hlh-11,WBGene00001955,109.982
F08F8.9,WBGene00017274,109.843
klp-4,WBGene00002217,109.562
vps-32.1,WBGene00016961,109.269
D2013.6,WBGene00008404,109.101
kars-1,WBGene00002238,108.832
sap-49,WBGene00004723,108.816
Y41C4A.17,WBGene00012760,108.751
rpt-3,WBGene00004503,108.472
pbs-2,WBGene00003948,108.436
vha-1,WBGene00006910,108.387
moag-4,WBGene00021348,108.371
F55A11.1,WBGene00010075,108.048
F52E10.4,WBGene00009935,108.047
prmt-1,WBGene00013766,107.796
lap-2,WBGene00002250,107.45
smu-2,WBGene00004896,107.358
apb-3,WBGene00000163,107.216
C47G2.4,WBGene00008165,107.088
lmn-1,WBGene00003052,107.013
pbs-1,WBGene00003947,106.998
ZK1307.8,WBGene00014249,106.81
nduf-7,WBGene00012376,106.777
lin-5,WBGene00002994,106.498
Y59A8B.8,WBGene00013345,106.489
F39E9.6,WBGene00018198,106.364
pde-6,WBGene00022389,106.247
dpy-22,WBGene00001081,106.034
eif-2beta,WBGene00010560,105.88
W09C5.7,WBGene00012353,105.675
zig-1,WBGene00006978,105.585
rpn-5,WBGene00004461,105.51
K07A1.3,WBGene00010610,105.462
vha-4,WBGene00006913,105.33
F59C12.4,WBGene00045272,105.322
got-1.2,WBGene00020146,105.286
C23F12.4,WBGene00016009,105.22
vps-51,WBGene00015176,104.827
suca-1,WBGene00009812,104.79
aagr-3,WBGene00009583,104.517
let-19,WBGene00002295,104.478
calm-1,WBGene00009260,104.404
fubl-3,WBGene00016489,104.275
fce-1,WBGene00001405,104.216
dnj-2,WBGene00001020,104.184
ldh-1,WBGene00002262,104.162
F56B3.2,WBGene00018928,104.161
kap-1,WBGene00002182,104.026
rad-23,WBGene00013924,103.998
smo-1,WBGene00004888,103.939
sqst-1,WBGene00011737,103.912
fntb-1,WBGene00006465,103.858
Y37E11B.1,WBGene00021374,103.775
F58F12.1,WBGene00019061,103.771
smn-1,WBGene00004887,103.311
mbl-1,WBGene00019347,103.27
Y22D7AL.10,WBGene00021248,103.259
npp-16,WBGene00003802,103.162
snr-2,WBGene00004915,102.719
ags-3,WBGene00000092,102.639
unc-116,WBGene00006840,102.387
eel-1,WBGene00022069,102.134
sars-1,WBGene00005663,102.131
tomm-7,WBGene00022783,101.705
pcm-1,WBGene00003954,101.654
mdh-2,WBGene00003162,101.471
C29H12.2,WBGene00016235,101.426
ptc-1,WBGene00004208,101.278
Y43F8C.7,WBGene00012829,100.858
F40H3.6,WBGene00018252,100.735
Y39A1A.3,WBGene00012643,100.699
F44A6.4,WBGene00009676,100.69
Y50D7A.10,WBGene00021758,100.438
M163.1,WBGene00010935,100.283
pqn-15,WBGene00004106,100.258
C01H6.8,WBGene00007257,100.143
vps-29,WBGene00014234,100.129
T08G11.4,WBGene00011631,99.865
syx-7,WBGene00009478,99.834
R74.8,WBGene00011282,99.813
rpn-2,WBGene00004459,99.629
saeg-1,WBGene00010012,99.194
rpn-12,WBGene00004468,99.167
F33G12.6,WBGene00018018,99.131
T27F6.7,WBGene00012106,99.125
aos-1,WBGene00000142,99.035
gly-3,WBGene00001628,98.985
lido-12,WBGene00016573,98.784
cec-1,WBGene00000414,98.742
C27H6.8,WBGene00007787,98.65
rab-19,WBGene00004278,98.637
tceb-3,WBGene00010990,98.551
iglr-2,WBGene00022580,98.514
Y53F4B.14,WBGene00013161,98.503
dnj-12,WBGene00001030,98.403
F52G3.1,WBGene00018710,98.379
F47D12.9,WBGene00018564,98.299
dpm-1,WBGene00022044,98.292
fbxc-54,WBGene00017744,98.211
vglu-2,WBGene00010755,98.107
rab-5,WBGene00004268,97.929
vha-11,WBGene00006920,97.842
snap-29,WBGene00019305,97.81
cdc-42,WBGene00000390,97.672
isp-1,WBGene00002162,97.66
epn-1,WBGene00001329,97.431
W07G4.5,WBGene00012339,97.222
sel-9,WBGene00004766,96.982
arx-3,WBGene00000201,96.972
C16C2.4,WBGene00007621,96.777
vgln-1,WBGene00007463,96.771
cids-2,WBGene00009451,96.726
Y43F4B.10,WBGene00012807,96.703
C18B2.4,WBGene00015955,96.661
mai-2,WBGene00015248,96.263
spcs-2,WBGene00012550,96.252
C29F7.3,WBGene00007812,96.126
F45F2.9,WBGene00018481,95.952
blos-2,WBGene00022251,95.849
dylt-1,WBGene00008764,95.794
cisd-1,WBGene00044026,95.762
moma-1,WBGene00019333,95.52
pas-4,WBGene00003925,95.515
C32E8.12,WBGene00194702,95.48
arx-1,WBGene00000199,95.446
ZK816.1,WBGene00022825,95.369
hpo-18,WBGene00017982,95.113
C37C3.2,WBGene00016496,95.058
K07A1.10,WBGene00010616,94.984
abhd-12,WBGene00022393,94.917
B0286.1,WBGene00015115,94.894
rfc-4,WBGene00004340,94.877
C54G7.1,WBGene00016933,94.769
suf-1,WBGene00006307,94.628
pafo-1,WBGene00008338,94.507
dpy-18,WBGene00001077,94.251
T07A9.14,WBGene00044789,94.227
kal-1,WBGene00002181,94.132
Y55F3BR.1,WBGene00021938,94.094
F44B9.5,WBGene00018408,93.822
gck-3,WBGene00013355,93.785
glb-18,WBGene00009917,93.768
vps-22,WBGene00016167,93.74
F53H1.4,WBGene00018778,93.729
iars-1,WBGene00002152,93.592
spg-20,WBGene00019006,93.558
C33A12.4,WBGene00007883,93.482
nucb-1,WBGene00009674,93.351
R166.3,WBGene00011303,93.184
F32B5.6,WBGene00017979,93.125
phb-1,WBGene00004014,93.06
F40H3.1,WBGene00018249,92.984
nhr-56,WBGene00003646,92.959
abhd-5.2,WBGene00016507,92.953
hip-1,WBGene00011735,92.941
snr-4,WBGene00004917,92.923
F11A10.6,WBGene00008687,92.885
ogdh-1,WBGene00020679,92.877
Y54F10BM.9,WBGene00021863,92.869
C46F11.5,WBGene00008120,92.782
dmsr-1,WBGene00010191,92.749
nuo-5,WBGene00021562,92.746
ckb-4,WBGene00000514,92.727
tag-120,WBGene00006470,92.72
apb-1,WBGene00000160,92.716
rsp-1,WBGene00004698,92.711
F29B9.11,WBGene00017925,92.707
his-71,WBGene00001945,92.672
F26H9.5,WBGene00009177,92.541
let-92,WBGene00002363,92.52
rpn-6.1,WBGene00004462,92.49
Y51H1A.3,WBGene00013094,92.439
glrx-10,WBGene00021331,92.285
F58F12.4,WBGene00044756,92.177
Y116F11A.6,WBGene00013819,91.955
eif-3.B,WBGene00001225,91.949
C34D4.4,WBGene00016400,91.889
ztf-2,WBGene00008762,91.863
egl-45,WBGene00001209,91.692
gst-1,WBGene00001749,91.687
Y39G10AR.9,WBGene00021467,91.682
dhs-27,WBGene00000990,91.607
K05C4.2,WBGene00010579,91.541
lmd-3,WBGene00018700,91.417
R08E5.3,WBGene00019963,91.397
C34B2.8,WBGene00016393,91.397
eif-3.D,WBGene00001227,91.381
unc-119,WBGene00006843,91.238
T25G3.4,T25G3.4,90.924
hda-6,WBGene00018319,90.91
C05D2.10,WBGene00015470,90.894
cdc-48.1,WBGene00007352,90.761
F26D11.12,WBGene00045392,90.73
vha-8,WBGene00006917,90.719
rpt-5,WBGene00004505,90.707
F39E9.28,WBGene00271716,90.694
copg-1,WBGene00011775,90.633
sod-1,WBGene00004930,90.586
C11H1.5,WBGene00007530,90.482
rsp-6,WBGene00004703,90.437
F45G2.10,WBGene00009736,90.405
rabn-5,WBGene00017161,90.368
wapl-1,WBGene00019953,90.351
T07D1.2,WBGene00020301,90.158
F53F4.11,WBGene00009993,90.063
syx-3,WBGene00006371,90.034
rbm-22,WBGene00011722,90.018
Y17G9B.8,WBGene00021205,89.977
C07H6.4,WBGene00015581,89.826
mdh-1,WBGene00018491,89.631
vha-12,WBGene00006921,89.487
adm-2,WBGene00000074,89.455
cyn-13,WBGene00000889,89.292
epc-1,WBGene00007030,89.252
tpra-1,WBGene00008366,89.225
nstp-10,WBGene00008237,89.162
tbca-1,WBGene00021475,89.159
cux-7,WBGene00000854,89.09
ced-7,WBGene00000421,88.975
F35H10.10,WBGene00018073,88.963
unc-16,WBGene00006755,88.903
M01H9.3,WBGene00019719,88.747
ccnk-1,WBGene00009650,88.728
C25H3.9,WBGene00016118,88.712
Y66D12A.9,WBGene00013435,88.168
exoc-7,WBGene00016606,88.125
B0303.4,WBGene00015126,88.069
Y57G11C.9,WBGene00013307,87.83
exos-7,WBGene00009289,87.818
hpo-10,WBGene00017158,87.806
ZK418.5,WBGene00022734,87.766
F23C8.5,WBGene00017734,87.714
F14E5.2,WBGene00008800,87.702
frm-2,WBGene00001489,87.59
sir-2.1,WBGene00004800,87.538
imp-3,WBGene00016378,87.443
Y58A7A.5,WBGene00021979,87.436
rpn-13,WBGene00016981,87.338
ufl-1,WBGene00015555,87.22
unc-40,WBGene00006776,87.13
fars-3,WBGene00001498,87.078
rab-35,WBGene00004284,86.979
C30B5.2,WBGene00016244,86.949
rcan-1,WBGene00004321,86.86
R186.3,WBGene00011306,86.857
copa-1,WBGene00022119,86.751
pbs-6,WBGene00003952,86.485
Y46G5A.8,WBGene00012900,86.456
arx-4,WBGene00021170,86.361
K07A12.1,WBGene00010620,86.342
lin-40,WBGene00003025,86.283
mars-1,WBGene00003415,86.14
clp-4,WBGene00000545,86.084
B0228.7,WBGene00015064,85.955
rpn-9,WBGene00004465,85.907
did-2,WBGene00017735,85.718
C02E7.6,WBGene00015339,85.492
pqn-36,WBGene00004123,85.402
cox-7C,WBGene00009161,85.342
F33D4.4,WBGene00017996,85.291
sds-22,WBGene00011637,85.263
atg-13,WBGene00017045,84.909
ccdc-47,WBGene00014204,84.896
tbc-11,WBGene00018075,84.893
gtf-2H5,WBGene00021904,84.869
B0495.9,WBGene00015208,84.812
bcas-2,WBGene00020441,84.78
F48E8.3,WBGene00018610,84.626
F58D5.5,WBGene00010244,84.567
gpa-10,WBGene00001672,84.448
hars-1,WBGene00002001,84.396
T07A5.5,T07A5.5,84.366
pat-10,WBGene00003934,84.135
lury-1,WBGene00013548,84.127
M02B1.3,WBGene00010828,84.12
F54E4.3,WBGene00010059,84.086
sft-4,WBGene00004788,84.026
copb-1,WBGene00021292,84.021
rpn-8,WBGene00004464,84.019
aly-3,WBGene00000122,83.974
mig-39,WBGene00018369,83.972
trpp-3,WBGene00014222,83.929
mom-4,WBGene00003396,83.91
acox-3,WBGene00019060,83.802
JC8.2,WBGene00010435,83.669
ubc-7,WBGene00006704,83.644
K07H8.10,WBGene00019510,83.623
D1069.3,WBGene00017037,83.621
jnk-1,WBGene00002178,83.605
C54F6.17,WBGene00235092,83.564
wwp-1,WBGene00007009,83.533
F39E9.10,WBGene00023036,83.378
gop-3,WBGene00001662,83.338
lap-1,WBGene00002249,83.33
emre-1,WBGene00008980,83.277
F20D1.3,WBGene00008975,83.228
rpl-24.2,WBGene00004437,83.216
ngp-1,WBGene00003596,83.12
erfa-3,WBGene00010405,83.059
golg-4,WBGene00010306,82.991
W02D7.6,WBGene00020942,82.823
nars-1,WBGene00003815,82.811
tcc-1,WBGene00013340,82.693
mlc-3,WBGene00003371,82.6
skn-1,WBGene00004804,82.503
dct-16,WBGene00012615,82.458
cogc-8,WBGene00019820,82.42
alh-8,WBGene00000114,82.42
tmed-3,WBGene00019003,82.394
dnj-29,WBGene00001047,82.312
eif-3.J,WBGene00012738,82.298
rrn-1.1,WBGene00004512,82.277
K07H8.2,WBGene00019504,82.244
F44G4.1,WBGene00009711,82.242
nhr-47,WBGene00003637,82.171
tag-89,WBGene00006459,82.136
yop-1,WBGene00022127,82.103
icln-1,WBGene00002046,81.918
let-60,WBGene00002335,81.822
aldo-1,WBGene00011474,81.707
anc-1,WBGene00000140,81.669
sms-1,WBGene00004892,81.552
hlh-30,WBGene00020930,81.539
eif-2A,WBGene00008480,81.452
let-418,WBGene00002637,81.402
selt-1.1,WBGene00007955,81.118
lmtr-3,WBGene00007390,81.064
lec-3,WBGene00002266,81.051
pbrm-1,WBGene00007042,81.036
dmd-6,WBGene00007058,80.956
F57C2.5,WBGene00010197,80.816
sym-3,WBGene00006368,80.513
K04F10.3,WBGene00019396,80.509
lir-1,WBGene00003044,80.443
F35G12.12,WBGene00009445,80.402
odr-8,WBGene00018160,80.394
Y44A6D.3,WBGene00012854,80.389
vha-14,WBGene00010130,80.374
frpr-13,WBGene00019448,80.335
ben-1,WBGene00000248,80.3
rpt-6,WBGene00004506,80.177
snap-1,WBGene00017016,80.163
linc-8,WBGene00219707,80.103
Y73B6BL.27,WBGene00022248,80.099
F42C5.9,WBGene00018349,80.027
F22B5.10,WBGene00009045,80.022
Y111B2A.10,WBGene00013734,79.765
ptp-3,WBGene00004215,79.727
fkb-6,WBGene00001431,79.67
T08G11.1,WBGene00011629,79.633
unc-70,WBGene00006803,79.627
hsp-60,WBGene00002025,79.546
ucr-1,WBGene00018963,79.498
ife-2,WBGene00002060,79.436
hap-1,WBGene00001823,79.354
T26C12.1,WBGene00020831,79.338
sago-1,WBGene00019666,79.292
Y57E12AL.6,WBGene00021959,79.275
tmed-4,WBGene00013360,79.226
par-6,WBGene00003921,79.185
pfd-1,WBGene00007443,79.111
hpo-13,WBGene00013670,78.864
nud-2,WBGene00011230,78.856
H23N18.5,WBGene00019236,78.59
C25G4.2,WBGene00007730,78.581
tin-10,WBGene00006573,78.523
ric-4,WBGene00004364,78.493
unc-18,WBGene00006757,78.447
T25B9.8,WBGene00012014,78.403
ain-2,WBGene00015007,78.296
Y37E3.1,WBGene00021346,78.276
emc-5,WBGene00195248,78.241
spe-48,WBGene00021771,78.094
F35G12.7,WBGene00009443,77.74
R53.5,WBGene00011274,77.661
srv-14,WBGene00005725,77.618
zipt-3,WBGene00015940,77.523
phb-2,WBGene00004015,77.501
Y7A5A.22,WBGene00235152,77.36
hmg-4,WBGene00001974,77.359
D1054.3,WBGene00008371,77.355
lin-24,WBGene00003010,77.339
lsm-8,WBGene00003082,77.315
C33F10.14,WBGene00050941,77.282
cel-1,WBGene00000466,77.182
F54A3.6,WBGene00018785,77.116
mrps-11,WBGene00012244,76.896
mig-10,WBGene00003243,76.816
nol-56,WBGene00010627,76.769
spat-2,WBGene00012973,76.753
smu-1,WBGene00004895,76.647
let-526,WBGene00002717,76.617
tag-273,WBGene00013289,76.386
B0285.3,WBGene00007136,76.381
C56G2.15,WBGene00016983,76.323
ife-4,WBGene00002062,76.205
B0491.5,WBGene00007192,75.908
asg-1,WBGene00000209,75.895
apa-2,WBGene00000161,75.889
sar-1,WBGene00022678,75.861
fars-1,WBGene00001497,75.774
Y51H4A.1,WBGene00013098,75.659
hsb-1,WBGene00002002,75.64
tag-123,WBGene00006472,75.56
praf-3,WBGene00017070,75.554
rpa-2,WBGene00019767,75.478
K10D2.7,WBGene00019633,75.178
rsd-3,WBGene00004682,75.09
dve-1,WBGene00022861,75.081
R166.2,WBGene00011302,75.036
unc-26,WBGene00006763,75.028
C05D11.1,WBGene00015481,74.988
rde-12,WBGene00010280,74.956
ZK1073.1,WBGene00014213,74.934
B0035.3,WBGene00007106,74.752
rpa-4,WBGene00019079,74.643
F26A3.1,WBGene00009140,74.522
F32D8.5,WBGene00009330,74.442
Y56A3A.7,WBGene00013228,74.432
hpo-19,WBGene00020268,74.316
snr-7,WBGene00004920,74.291
cdka-1,WBGene00011955,74.283
prp-8,WBGene00004187,74.216
C24A3.4,WBGene00016034,74.21
B0303.7,WBGene00015128,74.156
moc-2,WBGene00003385,74.135
Y48E1B.3,WBGene00013002,74.05
ctg-2,WBGene00011756,74.04
ears-2,WBGene00001338,74.027
T16A9.3,WBGene00011793,74.016
pqn-41,WBGene00004128,73.996
lmtr-2,WBGene00022402,73.975
atln-1,WBGene00021868,73.968
F22D6.2,WBGene00009050,73.787
T22E5.6,WBGene00020692,73.773
nlp-50,WBGene00018298,73.67
cra-1,WBGene00020068,73.627
vti-1,WBGene00013302,73.591
men-1,WBGene00012983,73.566
inft-2,WBGene00008848,73.555
snr-6,WBGene00004919,73.538
T23G11.7,WBGene00011972,73.48
F09E5.7,WBGene00017285,73.444
K08E7.6,WBGene00010674,73.412
pgk-1,WBGene00020185,73.392
dpy-11,WBGene00001073,73.388
stam-1,WBGene00004109,73.361
cir-1,WBGene00018892,73.356
vps-34,WBGene00006932,73.223
snr-3,WBGene00004916,73.188
har-1,WBGene00007630,72.992
nol-58,WBGene00020915,72.945
F25B5.3,WBGene00017775,72.87
F40E10.6,WBGene00009574,72.825
abcf-3,WBGene00018339,72.795
nhr-228,WBGene00020852,72.77
linc-91,WBGene00219746,72.766
syp-5,WBGene00021832,72.763
ntl-3,WBGene00003826,72.757
lin-26,WBGene00003012,72.582
F33H2.3,WBGene00009367,72.512
Y82E9BR.22,WBGene00022354,72.448
pfd-5,WBGene00020112,72.42
riok-3,WBGene00014012,72.201
T28B8.1,WBGene00012113,72.128
ndx-4,WBGene00003581,71.988
vhp-1,WBGene00006923,71.982
grdn-1,WBGene00013082,71.954
riok-1,WBGene00019698,71.928
F27D4.4,WBGene00009189,71.908
fbxa-67,WBGene00020457,71.8
dyci-1,WBGene00015927,71.61
DH11.2,WBGene00008436,71.51
trpp-6,WBGene00010699,71.363
flp-15,WBGene00001458,71.324
cogc-4,WBGene00021784,71.3
jip-1,WBGene00002176,71.174
dbl-1,WBGene00000936,71.087
R106.8,WBGene00271642,71.073
C26D10.6,WBGene00007746,71.071
abcf-1,WBGene00006512,71.027
set-20,WBGene00020920,70.933
glc-3,WBGene00001593,70.916
asna-1,WBGene00014025,70.906
F12F6.1,WBGene00008720,70.787
F20D12.12,WBGene00249815,70.743
T08D10.3,WBGene00011616,70.623
ard-1,WBGene00000181,70.489
F37B12.3,WBGene00009505,70.433
